name,BBB URL,Rating,phone,fsa,Address,website,city,province,Effiency NS
Brian's Plumbing & Heating,,,902-778-1738,B5A,,,Yarmouth,NS,
BraMac Plumbing&Heating,,,902-881-3211,B5A,,,Yarmouth,NS,
EMCO Corporation,,,902-749-1947,B5A,,http://emco.ca/,Yarmouth,NS,
Jeff LeBlanc Plumbing,,,902-746-4644,B5A,,,Arcadia,NS,
Handyman Connection,,,902-468-9013,B3B,,http://www.handymanconnection.ca/,Dartmouth,NS,
Gilmour Plumbing,,,902-414-6406,B0N,,,Shubenacadie,NS,
Dimitris Plumbing and Heating Ltd,,,902-830-9005,B3H,,http://www.facebook.com/1463055970663253,Halifax,NS,
Armstrong H E Mechanical,,,902-765-2412,B0P,,,Kingston,NS,
Park Plumbing,,,902-266-5999,B3K,,,Halifax,NS,
Coopers Plumbing And Heating,,,902-802-4164,B2X,,http://www.coopersplumbingheating.ca/,Dartmouth,NS,
BaySide Plumbing,,,902-309-2415,B0J,,,Tantallon,NS,
New Generation Plumbing & Heating,,,902-817-1381,B2W,,,Dartmouth,NS,
New Generation Plumbing & Heating,,,902-444-0491,B2W,,,Dartmouth,NS,
Peters Plumbing,,,902-452-0135,B3M,,,Halifax,NS,
TYGAR,,,902-221-2292,B3K,,,Halifax,NS,
Slater Plumbing,,,902-977-2477,B2N,,http://www.slaterplumbing.ca/,Truro,NS,
Detect-All,,,902-452-7534,B3L,,http://www.detectall.ca/,Halifax,NS,
Blackburn Bennett,,,902-404-2393,B2W,,http://www.blackburnbennett.com/,Dartmouth,NS,
Sanicary Plumbing,,,902-478-4231,B3P,,http://www.sanicaryplumbing.com/,Halifax,NS,
Cumberland Plumbing,,,902-694-3075,B4H,,,Amherst,NS,
Diamond Plumbing,,,902-870-5301,B2G,,,Antigonish,NS,
MacLaughlin Mechanical,,,902-497-1696,B3S,,https://www.facebook.com/MacLaughlinMech/,Halifax,NS,
Drysdale Plumbing,,,902-293-7586,B4E,,,Sackville,NS,
Smith S,,,902-582-7220,B0P,,,Canning,NS,
Marcott Plumbing,,,902-928-8055,B2H,,,New Glasgow,NS,
AP Plumbing,,,902-404-5974,B3L,,,Halifax,NS,
Nolan Plumbing,,,902-489-5235,B3Z,,,Lewis Lake,NS,
Boutis Plumbing,,,902-830-8554,B3H,,,Halifax,NS,
Goodlife Plumbing,,,902-252-0436,B4G,,,Beaver Bank,NS,
Plumber Pipefitter,,,902-453-4615,B3K,,,Halifax,NS,
Munroes Plumbing,,,902-752-0069,B2H,,,New Glasgow,NS,
Simpson Installations,,,902-447-2038,B0M,,,Oxford,NS,
Frizzell Paul,,,902-324-3001,B2N,,,Truro,NS,
KLC Plumbing,,,902-830-7095,B2W,,,Dartmouth,NS,
Halifax Plumbers,,,902-463-9575,B3K,,,Halifax,NS,
Cortech Plumbing,,,902-830-5689,B3M,,,Halifax,NS,
Big Boy Mechanical,,,902-863-8788,B2G,,,Antigonish,NS,
Campbell Corning Mechanical,,,902-740-4641,B5A,,,Yarmouth,NS,
Andy Fotis Plumbing&Heating,,,902-422-6705,B3H,,http://www.facebook.com/1077432062320080,Halifax,NS,
McNair Mechanical Ltd,,,902-209-1755,B4C,,http://www.facebook.com/1734331486789627,Lower Sackville,NS,
CJ's Plumbing,,,902-538-0473,B0P,,http://cjsplumbingheating.com/,Berwick,NS,
Fox Whole Plumbing,,,902-448-2283,B3P,,,Halifax,NS,
Tiny Angels Early Education,,,902-835-2333,B4A,,http://www.facebook.com/1305409579495275,Bedford,NS,
Public Drain Authority,,,902-982-3963,B3L,,,Halifax,NS,
A Christmas Plumbing,,,902-304-1090,B1P,,,Sydney,NS,
Tartan Mechanical Limited,,,902-818-7660,B2W,,,Dartmouth,NS,
Rick's Plumbing,,,902-883-8203,B2S,,,Elmsdale,NS,
Doire Plumbing Service,,,902-870-1955,B2G,,,Antigonish,NS,
Bayside Plumbing&Heating Ltd,,,902-565-5412,B1R,,,Sydney,NS,
Plumb 'N Time,,,902-789-9488,B4C,,,Lower Sackville,NS,
Paul Richards Plumbing,,,902-895-0175,B2N,,,Truro,NS,
Cove Lobster Ltd,,,902-637-2072,B0W,,,Cape Sable Island,NS,
Cdm's Plumbing,,,902-670-2978,B4N,,,Kentville,NS,
Valley Fuels Ltd,,,902-542-5203,B4P,,,Wolfville,NS,
All Trades Plumbing,,,902-270-2409,B1P,,,Sydney,NS,
Blakeney's Plumbing,,,902-667-0370,B4H,,,Amherst,NS,
Reliable Rooter Ltd,,,902-670-3664,B4N,,,Kentville,NS,
Brown&Murphy Services Ltd,,,902-825-4762,B0S,,,Middleton,NS,
Matt's Plumbing,,,902-818-9114,B2V,,,Dartmouth,NS,
Female Plumbers Timberlea,,,902-880-8485,B3T,,,Timberlea,NS,
Rick's Plumbing,,,902-204-4602,B0N,,,Windsor,NS,
Certified Journeyman Plumbing,,,902-488-3967,B3L,,,Halifax,NS,
Reid's Plumbing,,,902-301-4909,B2H,,,New Glasgow,NS,
Red Seal Plumbing,,,902-220-3862,B3K,,,Halifax,NS,
Sundog Plumbing & Heating,,,902-549-0219,B1V,,http://sundogplumbing.wixsite.com/website,Sydney Mines,NS,
Jodrey Dalton Plumbing&Heating Ltd,,,902-543-5501,B0R,,,Pleasantville,NS,
Brown's Plumbing&Burner Service,,,902-834-2898,B0V,,,Tiverton,NS,
Bayview Plumbing & Heating,,,902-893-8447,B2N,,,Truro,NS,
Connor Plumbing & Heating,,,902-497-1159,B3M,,https://www.facebook.com/Connor-Plumbing-Heating-400863906730526/,Halifax,NS,
Edgecombe Plumbing And Heating,,,902-790-1160,B0N,,,Windsor,NS,
Farrell's Plumbing&Heating Ltd,,,902-863-2609,B2G,,,Antigonish,NS,
Small Jobs Plumbing Inc,,,902-252-0461,B4G,,,Beaver Bank,NS,
Faster Plumbing & Heating,,,902-488-4094,B2W,,,Dartmouth,NS,
Problem Solved Tree Service,,,902-717-2030,B2W,,,Dartmouth,NS,
Kedy's Plumbing Ltd,,,902-483-7772,B4A,,,Bedford,NS,
Coastal Plumbing & Heating,,,902-457-1611,B3M,,,Halifax,NS,
A&G Plumbing and Heating,,,902-789-2947,B3L,,,Halifax,NS,
Lakelands Plumbing And Heating,,,902-830-7161,B0N,,,Mount Uniacke,NS,
J. Lee Mechanical Inc,,,902-476-5710,B3R,,,Halifax,NS,
Malcom's Plumbing Service,,,902-880-7997,B3L,,,Halifax,NS,
Amherst Plumbing & Drains,,,902-667-9686,B4H,,,Amherst,NS,
Rollie Plumbing & Heating,,,902-471-2340,B3P,,,Halifax,NS,
Red Seal Master Plumber,,,902-220-4460,B3K,,,Halifax,NS,
Certified Red Seal Plumber,,,902-880-1106,B3L,,,Halifax,NS,
Aim Pumps & Filtration,,,902-433-0010,B2V,,,Dartmouth,NS,
Beechville Plumbing & Heating,,,902-877-3941,B3T,,,Beechville,NS,
Shearwater Plumbing & Heating,,,902-412-7210,B0J,,,Shearwater,NS,
A&N Plumbing and Drain,,,902-717-1799,B2X,,,Dartmouth,NS,
C&M Plumbing & Heating,,,902-562-7510,B1P,,,Sydney,NS,
Sierra Electric and Plumbing,,,902-489-8778,B3M,,,Halifax,NS,
Winmill R H Electric Ltd,,,902-351-2660,B0K,,http://riverjohnheatpump.com/,River John,NS,
Pettis Plumbing & Drain Cleaning,,,902-895-3481,B6L,,http://www.pettisplumbing.ca/,Valley,NS,
Palmer Plumbing and Heating Ltd,,,902-538-7468,B0P,,http://palmer-plumbing-heating-ltd.business.site/,Berwick,NS,
Brad Isles Plumbing & Heating,,,902-247-5543,B0V,,,Digby,NS,
Stone's Plumbing & Heating,,,902-802-8667,B2W,,http://www.stonesplumbing.ca/,Dartmouth,NS,
Messenger Mechanical & Sheet Metal,,,902-742-2099,B5A,,,Yarmouth,NS,
Beav's Plumbing & Heating,,,902-471-0333,B4C,,https://beavsplumbing.com/,Lower Sackville,NS,
Joel Scott Plumbing & Heating,,,902-788-1793,B5A,,,Yarmouth,NS,
Rollie's Plumbing & Heating,,,902-477-0414,B3K,,http://www.facebook.com/1727567610795035,Halifax,NS,
Ben's Plumbing And Heating,,,902-401-9545,B2V,,http://www.fresh-clean-ducts.com/,Dartmouth,NS,
Evangeline Plumbing & Heating Ltd,,,902-542-5596,B0P,,,Wolfville,NS,
Carey R G Plumbing Doctor,,,902-678-7969,B4N,,http://www.pentairprodealer.com/,Kentville,NS,
Chester Electrical Plumbing & Heating,,,902-275-3737,B0J,,,Chester,NS,
South Shore Plumbing & Heating,,,902-275-4678,B0J,,https://www.facebook.com/southshoreheatingcooling,Chester,NS,
Walker's Plumbing & Heating,,,902-667-6113,B4H,,,Amherst,NS,
No Problem Plumbing & Electrical,,,902-685-2877,B0R,,,New Germany,NS,
Niagara Plumbing & Heating Ltd,,,902-827-3485,B0J,,http://www.facebook.com/1042265762497242,Head of Chezzetcook,NS,
Steven Schofield Plumbing & Heating,,,902-848-1258,B4P,,,Wolfville,NS,
Clan Henderson Plumbing & Heating,,,902-956-0352,B2N,,,Truro,NS,
Adam's Plumbing & Heating,,,902-856-2086,B5A,,,Yarmouth,NS,
Robert MacLean Plumbing & Heating,,,902-755-6112,B2H,,,New Glasgow,NS,
North End Plumbing & Heating,,,902-210-5715,B3K,,,Halifax,NS,
Natasha & Scott's Plumbing,,,902-272-2047,B5A,,,Yarmouth,NS,
Donald Carpenter Plumbing & Heating,,,902-740-3762,B5A,,,Yarmouth,NS,
William McKay Heating & Plumbing,,,902-755-6544,B2H,,,New Glasgow,NS,
Mark Ells Plumbing & Heating,,,902-754-9266,B2H,,,New Glasgow,NS,
Bailey's Plumbing & Heating,,,902-830-8854,B4A,,,Bedford,NS,
Ernst Wechsler Plumbing Services Ltd,,,902-456-9211,B3L,,,Halifax,NS,
Gary MacArthur Plumbing & Heating,,,902-485-4755,B0K,,,Pictou,NS,
Mark Ells Plumbing & Heating,,,902-485-9266,B0K,,,Pictou,NS,
Big Guy - Plumbing & Heating,,,902-449-1232,B3L,,,Halifax,NS,
Austin LaPierre Plumbing & Heating,,,902-802-2177,B4C,,,Lower Sackville,NS,
Patton's Plumbing & Heating,,,902-897-8363,B2N,,,Truro,NS,
Bushen Kevin Plumbing & Heating,,,902-530-2629,B4V,,,Bridgewater,NS,
Andy's Plumbing & Heating,,,902-830-3423,B3L,,,Halifax,NS,
Pictou County Plumbing Repair Service,,,902-695-5789,B2H,,,New Glasgow,NS,
Justin's Plumbing & Maintenance,,,902-830-8706,B2W,,,Dartmouth,NS,
McInnes Hugh Plumbing & Heating,,,902-458-8693,B3K,,,Halifax,NS,
Evia Plumbing & Heating Ltd,,,902-452-5716,B3P,,,Halifax,NS,
Alex's Plumbing & Electrical,,,902-209-4195,B4A,,,Bedford,NS,
MH Plumbing & Heating Inc,,,902-219-2191,B2V,,,Dartmouth,NS,
Paddock's Plumbing & Heating Inc,,,902-866-0141,B0N,,http://www.facebook.com/548511678834630,Mount Uniacke,NS,
J K V Plumbing & Heating,,,902-229-3431,B3M,,,Halifax,NS,
Dickie's Plumbing Heating & Water,,,902-350-2013,B0T,,,Liverpool,NS,
Barney's Plumbing Heating and Gas,,,902-448-0910,B3R,,http://barneysplumbing.ca/,Halifax,NS,
Ian Tate Plumbing & Heating Ltd,,,902-968-1616,B2G,,,Antigonish,NS,
McPhee's Plumbing&Heating Ltd,,,902-849-6532,B1A,,,Glace Bay,NS,
P W Plumbing & Heating Ltd,,,902-667-2473,B4H,,http://pwplumbingandheating.co.uk/,Amherst,NS,
Michael A Josey Building Services Ltd,,,902-462-2118,B2V,,http://www.facebook.com/198706740690087,Dartmouth,NS,
Andrew Selig's Plumbing & Heating,,,902-530-5227,B4V,,,Bridgewater,NS,
Edgecombe's Plumbing & Heating Ltd,,,902-798-5652,B0N,,,Windsor,NS,
Duke's Plumbing & Heating Services,,,902-877-4891,B2W,,,Dartmouth,NS,
Campbell's Plumbing and Heating Ltd,,,902-432-9148,B1P,,,Sydney,NS,
New Waterford Consolidated Hospital Diabetic Education,,,902-592-3327,B1H,,,New Waterford,NS,
Pettipas Heat Pump & Plumbing Service,,,902-471-0068,B3R,,,Halifax,NS,
R F Welsh Plumbing & Heating,,,902-454-4000,B3K,,,Halifax,NS,
Leaky Lou's Plumbing and Heating,,,902-837-5551,B0W,,,Weymouth,NS,
Jay's Chimney Sweep & Plumbing,,,902-599-2637,B4N,,,Kentville,NS,
C & M Plumbing & Heating,,,902-578-8889,B1P,,,Sydney,NS,
Dillman M W Plumbing (2000) Ltd,,,902-384-2656,B0J,,,Musquodoboit Harbour,NS,
Parsons & Sons Plumbing & Heating,,,902-864-9188,B4C,,,Lower Sackville,NS,
K P's Plumbing And Heating,,,902-538-9891,B0P,,,Berwick,NS,
Bray's Plumbing & Heating Ltd,,,902-863-2681,B2G,,,Antigonish,NS,
Trevor Whynot's Plumbing & Heating,,,902-677-2888,B4V,,,Bridgewater,NS,
Ellis O Wile & Son Ltd,,,902-543-3908,B4V,,https://www.facebook.com/Ellis-O-Wile-Son-1987-Ltd-119969906505659/,Bridgewater,NS,
J D Nelson Plumbing & Heating Ltd,,,902-899-5993,B2N,,,Truro,NS,
St Margaret's Bay Plumbing & Heating,,,902-823-3206,B0J,,,Tantallon,NS,
Paul The Plumber Plumbing & Heating Solutions,,,902-499-2393,B3L,,,Halifax,NS,
B A S S Plumbing & Heating,,,902-691-1124,B4N,,,Kentville,NS,
Boudreau's Pat Plumbing & Heating Ltd,,,902-678-8296,B4N,,,Kentville,NS,
New Waterford Consolidated Hospital Patient Rooms Only,,,902-862-7121,B1H,,,New Waterford,NS,
A.R. Langille's Plumbing And Heating,,,902-897-4432,B2N,,,Truro,NS,
Two Brother Plumbing & Heat Pump Installation,,,902-456-4592,B3M,,,Halifax,NS,
Baxter G C Plumbing & Heating Ltd,,,902-538-7474,B0P,,,Berwick,NS,
New Waterford Consolidated Hospital Mental Health Services Physiotherapy,,,902-592-3323,B1H,,,New Waterford,NS,
MacDonell's Small Jobs Renovations Plumbing & Mi ni Excavting,,,902-362-2837,B5A,,,Yarmouth,NS,
Aqualab Plumbing Services,,,902-681-3411,B4N,,http://www.aqualabplumbingservices.com/,Kentville,NS,
ProTech Renos,,,902-499-9908,B3L,,,Halifax,NS,
LMB Plumbing and Heating Inc,,,902-497-3393,B3L,,https://www.lmbplumbingandheating.com/,Halifax,NS,
CCR Plumbing & Heating,,,902-599-1320,B4N,,https://www.facebook.com/profile.php?id=100064107940731,Kentville,NS,
Mike Bourque's Plumbing & Heating Services,,,902-307-1001,B5A,,http://mikebourquesplumbingandheating.ca/,Yarmouth,NS,
Darrin Rix Plumbing & Heating,,,902-580-3556,B2Z,,https://www.facebook.com/rixplumbinghalifax/,Lawrencetown,NS,
Those Guys Plumbing & Electrical,,,902-754-3301,B2H,,https://www.facebook.com/ThoseGuysPE/,New Glasgow,NS,
DG Plumbing and Heating,,,902-495-9326,B3K,,http://www.facebook.com/118718928687869,Halifax,NS,
Falcon Plumbing & Heating,,,902-305-4501,B2N,,,Truro,NS,
EDC Plumbing & Gas Services,,,902-318-1487,B2G,,,Antigonish,NS,
Riverfront Contractors Limited,,,902-258-2037,B0E,,,Inverness,NS,
Drummond's Plumbing & Heating Ltd,,,902-488-0268,B3L,,,Halifax,NS,
Pothier Plumbing & Heating,,,902-403-3774,B3P,,,Halifax,NS,
Otter Plumbing and Heating,,,902-657-3390,B0K,,,Tatamagouche,NS,
Bickerton's Plumbing & Heating,,,902-669-0566,B4H,,,Amherst,NS,
B.A.S.S Plumbing & Heating,,,902-691-2354,B4N,,,Kentville,NS,
K M Best Plumbing & Heating Ltd,,,902-678-4555,B4N,,,Kentville,NS,
True Flow Plumbing Solutions,,,902-814-9630,B0N,,,Truro,NS,
Plumbing Ursule,,,902-880-8270,B3L,,,Halifax,NS,
TR Plumbing and Renovations,,,902-441-6566,B3K,,,Halifax,NS,
Maple Leaf Plumbing,,,902-830-3576,B3M,,,Halifax,NS,
Island Wide Plumbing & Heating LTD.,,,902-322-0216,B1V,,,Sydney Mines,NS,
A1 Plumbing & Heating,,,902-385-9449,B3L,,,Halifax,NS,
King Fix Plumbing,,,902-830-1078,B3K,,,Halifax,NS,
Ellis O Wile & Son (87) Ltd,,,902-543-3908,B4V,,,Bridgewater,NS,
Certified Plumbers,,,902-431-2356,B3K,,,Halifax,NS,
Classic Plumbing & Heating Limited,,,902-832-9293,B4A,,,Bedford,NS,
Gould W M Plumbing & Heating,,,902-538-9268,B0P,,,Berwick,NS,
Down The Drain Plumbing,,,902-789-3127,B2W,,,Dartmouth,NS,
Mechanical Flood Protection,,,902-397-4938,B2Y,,https://www.mechanicalfloodprotection.com/,Dartmouth,NS,
ZMP Plumbing & Excavation,,,902-957-3422,B2N,,https://ZMPPLUMBING.COM/,Truro,NS,
Drainbusters,,,902-830-8743,B2X,,http://drainbustersns.com/,Dartmouth,NS,
R&M Plumbing LTD,,,902-877-8525,B2X,,https://rmplumbingltd.ca/,Dartmouth,NS,
"Bird Stairs (Halifax) - Plumbing, Heating & Elec trical",,,902-455-1663,B3K,,,Halifax,NS,
Oceanside Plumbing Inc,,,902-277-0753,B0J,,,Chester,NS,
Blades and Son Electrical and Plumbing,,,902-742-8518,B5A,,,Yarmouth,NS,
Mainline Plumbing And Heating,,,902-483-1389,B3P,,,Halifax,NS,
Plumber for hire,,,902-790-3650,B0N,,,Windsor,NS,
Burtch Plumbing,,,782-414-5178,B4G,,,Beaver Bank,NS,
DBI plumbing and heating,,,902-549-0380,B1V,,,Sydney Mines,NS,
East Coast Plumbing Solutions,,,902-222-0794,B2X,,,Dartmouth,NS,
Fix Her Up Plumbing & Cleaning,,,902-448-8489,B2W,,,Dartmouth,NS,
Plumbing Services,,,902-809-9316,B3L,,,Halifax,NS,
Palmer Plumbing & Construction,,,902-957-3422,B2N,,,Truro,NS,
Unlocke Pipe Services,,,902-814-7495,B2N,,,Truro,NS,
RA Mechanical,,,902-872-3330,B4N,,,Kentville,NS,
Plumber/Pipefitter for hire,,,902-401-1744,B3K,,,Halifax,NS,
Bedford Plumbing And Heating Ltd,,,902-835-5106,B4A,,,Bedford,NS,
Bonins Plumbing,,,902-476-4191,B3R,,,Halifax,NS,
Plumber Cole Harbour,,,902-717-4705,B2V,,,Dartmouth,NS,
Charlie's Plumbing and Bath,,,902-305-6494,B2N,,,Truro,NS,
Cape Breton Plumber,,,902-932-7209,B1P,,,Sydney,NS,
Justin Tyme Plumbing,,,902-824-4722,B0S,,,Middleton,NS,
Mathews Plumbing,,,902-680-8948,B4N,,,Kentville,NS,
High Country Mechanical,,,902-956-1669,B2N,,,Truro,NS,
ClarTell Plumbing & Heating,,,902-577-6726,B1V,,,Sydney Mines,NS,
Tri-Quest,,,902-332-3380,B0K,,,WESTVILLE,NS,
England Plumbing,,,902-223-6650,B3L,,,Halifax,NS,
Reg Plumbing & Heating,,,902-545-2260,B4H,,,Amherst,NS,
Clear Pipe Mechanical Limited,,,902-701-0300,B3H,,,Halifax,NS,
Cove Plumbing & Heating,,,902-579-5376,B1V,,,Sydney Mines,NS,
Red seal plumber,,,902-790-6683,B0N,,,Windsor,NS,
Jr's Plumbing Heating Limited,,,902-468-3002,B4A,,,Bedford,NS,
Steven Plummer's Plumbing,,,902-354-4204,B0T,,,Liverpool,NS,
Fletcher R & S Plumbing & Heating Ltd,,,902-798-6125,B0N,,,Windsor,NS,
Prime Plumbing & Heating Inc.,,,902-402-7312,B2W,,,Dartmouth,NS,
RT Plumbing,,,902-220-1956,B3L,,,Halifax,NS,
PLUMBING SERVICES,,,902-210-2507,B3M,,,Halifax,NS,
Accent plumbing and heating,,,902-701-9307,B4G,,,Beaver Bank,NS,
Joe Rolfe Plumber,,,782-882-7807,B4C,,,Lower Sackville,NS,
Bear Mechanical Plumbing & Heating Ltd.,,,902-293-2766,B3R,,,Herring Cove,NS,
Matts Plumbing Services,,,902-877-5326,B3L,,,Halifax,NS,
TGN Plumbing And Heating,,,902-225-5823,B2W,,,Dartmouth,NS,
Hydronicks Plumbing & Heating,,,902-880-1584,B2V,,,Dartmouth,NS,
Lu's Plumbing,,,506-476-8653,B0N,,,Shubenacadie,NS,
M & M Plumbing & Heating Ltd,,,902-678-1585,B4N,,,Kentville,NS,
Nordview Plumbing,,,902-599-2545,B4N,,,Kentville,NS,
David Carey Plumbing And Heating,,,902-678-1477,B4N,,,Kentville,NS,
RoyCo Plumbing,,,902-875-7830,B0T,,,Shelburne,NS,
Green Gasfitting,,,902-789-7715,B0N,,,Shubenacadie,NS,
Lighthouse Plumbing Ltd,,,902-986-3073,B2N,,,Truro,NS,
Pace Plumbing & Heating Ltd,https://www.bbb.org/ca/ns/halifax/profile/plumber/pace-plumbing-heating-ltd-0087-4301,A+,(902) 477-6747,B3P 2C8,"34 Winchester Avenue Halifax, NS",https://paceplumbing.ca,Halifax,NS,
David Canning Heat & Maintenance,https://www.bbb.org/ca/ns/halifax/profile/heating-contractors/david-canning-heat-maintenance-0087-23257,A+,(902) 434-7341,B3P 1X7,"66 Inverness Ave Halifax, NS",,Halifax,NS,
Dimitri's Plumbing & Heating Limited,https://www.bbb.org/ca/ns/halifax/profile/plumber/dimitris-plumbing-heating-limited-0087-42693,A+,(902) 830-9005,B3M 4H4,"PO Box 25141 Halifax, NS",http://dimitrisplumbing.com,Halifax,NS,
Gil-Son Construction Limited,https://www.bbb.org/ca/ns/halifax/profile/general-contractor/gil-son-construction-limited-0087-37985,A+,(902) 450-5604,B3S 1B8,"48 Lovett Lake Crescent Halifax, NS",https://gilsonconstruction.com,Halifax,NS,
Bremner's Plumbing & Heating Ltd.,https://www.bbb.org/ca/ns/halifax/profile/plumber/bremners-plumbing-heating-ltd-0087-703,A+,(902) 450-5440,B3S 1B7,"40 Ash Lake Court Halifax, NS",https://bremners.ca,Halifax,NS,
MacKenzie Professional Plumbing & Heating Inc.,https://www.bbb.org/ca/ns/dartmouth/profile/plumbing-and-heating/mackenzie-professional-plumbing-heating-inc-0087-88408,A+,(902) 789-9984,B2Y 3L6,"Dartmouth, NS",https://mackenzieplumbing.com,Dartmouth,NS,
Maritime HVAC,https://www.bbb.org/ca/ns/dartmouth/profile/heating-and-air-conditioning/maritime-hvac-0087-70880,A+,(902) 414-6000,B3B 1H7,"100-2 Ralston Avenue Dartmouth, NS",https://maritimehvac.ca,Dartmouth,NS,
Carvery's Construction Limited,https://www.bbb.org/ca/ns/dartmouth/profile/general-contractor/carverys-construction-limited-0087-24346,A+,(902) 463-2513,B3B 1H7,"Dartmouth, NS",http://carverys.com,Dartmouth,NS,
Pothier Plumbing and Heating Inc.,https://www.bbb.org/ca/ns/dartmouth/profile/plumbing-and-heating/pothier-plumbing-and-heating-inc-0087-69819,A+,(902) 403-3774,B2W 1H7,"Dartmouth, NS",https://pothierplumbing.ca,Dartmouth,NS,
Ryson Construction,https://www.bbb.org/ca/ns/dartmouth/profile/commercial-contractors/ryson-construction-0087-25465,A+,(902) 404-3127,B3B 1T2,"50 Raddall Ave, Unit 1, Dartmouth, NS",https://ryson.ca,Dartmouth,NS,
Jim Kimber Construction,https://www.bbb.org/ca/ns/dartmouth/profile/general-contractor/jim-kimber-construction-0087-37958,A+,(902) 468-8413,B3B 1X3,"21 Williams Ave, Unit 201 Dartmouth, NS",https://jimkimber.com,Dartmouth,NS,
Gopher Plumbing & Hydronic Heating Inc.,https://www.bbb.org/ca/ns/dartmouth/profile/plumbing-and-heating/gopher-plumbing-hydronic-heating-inc-0087-90005,A,(902) 880-0756,B2W 1R7,"Dartmouth, NS",http://gopherplumbing.ca,Dartmouth,NS,
Roski Mechanical,https://www.bbb.org/ca/ns/dartmouth/profile/plumbing-and-heating/roski-mechanical-0087-90465,A,(902) 333-7167,B2X 3T7,"Dartmouth, NS",http://roskimechanical.ca,Dartmouth,NS,
Ken Evans Plumbing & Heating Ltd.,https://www.bbb.org/ca/ns/dartmouth/profile/plumber/ken-evans-plumbing-heating-ltd-0087-909,A+,(902) 466-9649,B2Y 3S4,"355 Pleasant Street Dartmouth, NS",http://kenevansplumbing.com,Dartmouth,NS,
Dartmouth Central Plumbing & Heating Ltd.,https://www.bbb.org/ca/ns/eastern-passage/profile/plumber/dartmouth-central-plumbing-heating-ltd-0087-25036,A+,(902) 465-6057,B3G 1M6,"1046 Main Road Eastern Passage, NS",,Eastern Passage,NS,
Master Tech HVAC and Plumbing,https://www.bbb.org/ca/ns/bedford/profile/plumber/master-tech-hvac-and-plumbing-0087-9062,A+,902-468-1337,B4B 1J7,"Unit 6 - 387 Bluewater Road Bedford, NS",https://mastertechhvac.ca,Bedford,NS,
Sir Fix A Lot Inc.,https://www.bbb.org/ca/ns/dartmouth/profile/home-repair/sir-fix-a-lot-inc-0087-89732,A+,(902) 462-1051,B2V 2S9,"Dartmouth, NS",https://sirfixalot.ca,Dartmouth,NS,
AMACS Plumbing and Heating,https://www.bbb.org/ca/ns/westphal/profile/plumbing-and-heating/amacs-plumbing-and-heating--0087-90957,A+,(902) 229-4679,B2W 6H4,"Westphal, NS",http://amacs.ca,Westphal,NS,
"Joe's Plumbing, Heating and Air Conditioning Ltd.",https://www.bbb.org/ca/ns/hammonds-plains/profile/plumbing-and-heating/joes-plumbing-heating-and-air-conditioning-ltd-0087-72261,A+,(902) 333-3977,B4B 0S2,"Hammonds Plains, NS",https://joesplumbingheatingac.com,Hammonds Plains,NS,
Beav's Plumbing & Heating Limited,https://www.bbb.org/ca/ns/portuguese-cove/profile/plumber/beavs-plumbing-heating-limited-0087-18951,A+,(902) 471-0333,B3V 1K2,"754 Ketch Harbour Rd Portuguese Cove, NS",http://beavsplumbing.com,Portuguese Cove,NS,
Accent Plumbing & Heating Ltd.,https://www.bbb.org/ca/ns/upper-tantallon/profile/plumber/accent-plumbing-heating-ltd-0087-20009,A+,(902) 832-5222,B3Z 0P6,"PO Box 42015, Upper Tantallon Post Office Upper Tantallon, NS",https://accentplumbing.ca,Upper Tantallon,NS,
Jeffries Plumbing Ltd.,https://www.bbb.org/ca/ns/halifax/profile/plumber/jeffries-plumbing-ltd-0087-86003,A+,(902) 877-7761,B3Z 1P9,"Halifax, NS",https://jeffriesplumbing.ca,Halifax,NS,
Lee Castle Plumbing Ltd.,https://www.bbb.org/ca/ns/fletchers-lake/profile/plumber/lee-castle-plumbing-ltd-0087-18024,A+,(902) 860-0270,B2T 1J3,"21 Holland Road Fletcher's Lake, NS",http://leecastleplumbingltd.com,Fletcher's Lake,NS,
AllTime Mechanical Ltd.,https://www.bbb.org/ca/ns/head-of-saint-margarets-bay/profile/mechanical-contractors/alltime-mechanical-ltd-0087-74409,A+,(902) 471-1560,B3Z 1X8,"Head Of Saint Margarets Bay, NS",https://alltimemechanical.com,Head Of Saint Margarets Bay,NS,
Gary's Plumbing & Heating Ltd.,https://www.bbb.org/ca/ns/mount-uniacke/profile/plumber/garys-plumbing-heating-ltd-0087-25014,A+,(902) 252-2899,B0N 1Z0,"8 Mill Road Forks Mount Uniacke, NS",https://garys-plumbing-heating-ltd.business.site,Mount Uniacke,NS,
D & S Renovations,https://www.bbb.org/ca/ns/pine-grove/profile/home-renovation/d-s-renovations-0087-47870,A+,(902) 706-3077,B0N 1Y0,"Pine Grove, NS",https://dsrenovations.com,Pine Grove,NS,
MacGregor Brown Plumbing & Heating,https://www.bbb.org/ca/ns/mount-uniacke/profile/plumbing-and-heating/macgregor-brown-plumbing-heating-0087-89938,A,(902) 880-4297,B0N 1Z0,"Mount Uniacke, NS",http://macgregorbrownplumbingandheating.ca,Mount Uniacke,NS,
Millennium Residential Construction Inc.,https://www.bbb.org/ca/ns/bridgewater/profile/home-builders/millennium-residential-construction-inc-0087-27039,A+,(902) 521-3159,B4V 8X6,"PO Box 479 Bridgewater, NS",https://millenniumresidential.ca,Bridgewater,NS,
