"listing__logo--link href","jsMerchantLogo src","listing__name--link","listing__name--link href","listing__title--wrap href","listing__address--full","jsMapBubbleAddress","jsMapBubbleAddress 2","jsMapBubbleAddress 3","jsMapBubbleAddress 4","listing__direction","listing__direction href","jsPreventBubbleMobile","jsPreventBubbleMobile href","merchant__status-text","merchant__status-text href","mlr__submenu__item","mlr__item__cta href 2","serpMessage 2","mlr__item__cta href 3","serpMessage 3","ypModal href","serpMessage 4","serpMessage 5"
"https://www.yellowpages.ca/bus/Nova-Scotia/Green-Creek/Brice-s-Plumbing-Handyman-Service-s/104174761.html?what=plumber&where=Nova+Scotia+NS&useContext=true","","Brice?s Plumbing & Handyman Service?s","https://www.yellowpages.ca/bus/Nova-Scotia/Green-Creek/Brice-s-Plumbing-Handyman-Service-s/104174761.html?what=plumber&where=Nova+Scotia+NS&useContext=true","https://www.yellowpages.ca/bus/Nova-Scotia/Green-Creek/Brice-s-Plumbing-Handyman-Service-s/104174761.html",", ,","2057 Pleasant Valley Rd","Green Creek","NS","B0N 1C0","Get directions","https://www.yellowpages.ca/merchant/directions/104174761/?what=plumber&where=Nova+Scotia+NS&useContext=true","Plumbers & Plumbing Contractors","https://www.yellowpages.ca/search/si/1/Plumbers+%26+Plumbing+Contractors/Nova+Scotia+NS","","","902-786-5595","https://www.yellowpages.ca/merchant/directions/104174761/?what=plumber&where=Nova+Scotia+NS&useContext=true","Directions","","Search nearby","","",""
"https://www.yellowpages.ca/bus/Nova-Scotia/Ellershouse/Blanchard-R-S-Plumbing-Heating-Ltd/103027495.html?what=plumber&where=Nova+Scotia+NS&useContext=true","","Blanchard R S Plumbing & Heating Ltd","https://www.yellowpages.ca/bus/Nova-Scotia/Ellershouse/Blanchard-R-S-Plumbing-Heating-Ltd/103027495.html?what=plumber&where=Nova+Scotia+NS&useContext=true","https://www.yellowpages.ca/bus/Nova-Scotia/Ellershouse/Blanchard-R-S-Plumbing-Heating-Ltd/103027495.html",", ,","15 Maple St","Ellershouse","NS","B0N 1C0","Get directions","https://www.yellowpages.ca/merchant/directions/103027495/?what=plumber&where=Nova+Scotia+NS&useContext=true","Plumbers & Plumbing Contractors","https://www.yellowpages.ca/search/si/1/Plumbers+%26+Plumbing+Contractors/Nova+Scotia+NS","","","902-757-2993","https://www.yellowpages.ca/merchant/directions/103027495/?what=plumber&where=Nova+Scotia+NS&useContext=true","Directions","","Search nearby","","",""
"https://www.yellowpages.ca/bus/Nova-Scotia/Brookfield/MacKay-John-C-Plumbing-Heating-Ltd/101376171.html?what=plumber&where=Nova+Scotia+NS&useContext=true#gallery","","MacKay John C Plumbing & Heating Ltd","https://www.yellowpages.ca/bus/Nova-Scotia/Brookfield/MacKay-John-C-Plumbing-Heating-Ltd/101376171.html?what=plumber&where=Nova+Scotia+NS&useContext=true","https://www.yellowpages.ca/bus/Nova-Scotia/Brookfield/MacKay-John-C-Plumbing-Heating-Ltd/101376171.html",", ,","1311 Hwy 2","Brookfield","NS","B0N 1C0","Get directions","https://www.yellowpages.ca/merchant/directions/101376171/?what=plumber&where=Nova+Scotia+NS&useContext=true","Plumbers & Plumbing Contractors","https://www.yellowpages.ca/search/si/1/Plumbers+%26+Plumbing+Contractors/Nova+Scotia+NS","","","902-895-8649","https://www.yellowpages.ca/merchant/directions/101376171/?what=plumber&where=Nova+Scotia+NS&useContext=true","Directions","https://www.yellowpages.ca/gourl/c0ea5bef6e607e789d1d73ed189ab3b3dffe57fb?redirect=https%3A%2F%2Fwww.facebook.com%2Fpages%2FJohn-C-MacKay-Plumbing-Heating-Ltd%2F1679049739024830","Website","","","Search nearby"
"https://www.yellowpages.ca/bus/Nova-Scotia/Truro/BMC-Contracting-Ltd/6758085.html?what=plumber&where=Nova+Scotia+NS&useContext=true","","BMC Contracting Ltd","https://www.yellowpages.ca/bus/Nova-Scotia/Truro/BMC-Contracting-Ltd/6758085.html?what=plumber&where=Nova+Scotia+NS&useContext=true","https://www.yellowpages.ca/bus/Nova-Scotia/Truro/BMC-Contracting-Ltd/6758085.html",", ,","15 Fenwood Avenue","Truro","NS","B2N 7B7","Get directions","https://www.yellowpages.ca/merchant/directions/6758085/?what=plumber&where=Nova+Scotia+NS&useContext=true","Plumbers & Plumbing Contractors","https://www.yellowpages.ca/search/si/1/Plumbers+%26+Plumbing+Contractors/Nova+Scotia+NS","Open until  6:00 pm","https://www.yellowpages.ca/bus/Nova-Scotia/Truro/BMC-Contracting-Ltd/6758085.html?what=plumber&where=Nova+Scotia+NS&useContext=true#openHourScroll","902-899-5111","https://www.yellowpages.ca/merchant/directions/6758085/?what=plumber&where=Nova+Scotia+NS&useContext=true","Directions","","Search nearby","","",""
"https://www.yellowpages.ca/bus/Nova-Scotia/Truro/Brylee-s-Plumbing-Services/101739204.html?what=plumber&where=Nova+Scotia+NS&useContext=true#gallery","","Brylee's Plumbing Services","https://www.yellowpages.ca/bus/Nova-Scotia/Truro/Brylee-s-Plumbing-Services/101739204.html?what=plumber&where=Nova+Scotia+NS&useContext=true","https://www.yellowpages.ca/bus/Nova-Scotia/Truro/Brylee-s-Plumbing-Services/101739204.html",", ,","64 Huckleberry Lane","Truro","NS","B2N 6K2","Get directions","https://www.yellowpages.ca/merchant/directions/101739204/?what=plumber&where=Nova+Scotia+NS&useContext=true","Plumbers & Plumbing Contractors","https://www.yellowpages.ca/search/si/1/Plumbers+%26+Plumbing+Contractors/Nova+Scotia+NS","Open 24 hours","https://www.yellowpages.ca/bus/Nova-Scotia/Truro/Brylee-s-Plumbing-Services/101739204.html?what=plumber&where=Nova+Scotia+NS&useContext=true#openHourScroll","902-956-3958","https://www.yellowpages.ca/merchant/directions/101739204/?what=plumber&where=Nova+Scotia+NS&useContext=true","Directions","","","javascript:void(0);","Message","Search nearby"
"https://www.yellowpages.ca/bus/Nova-Scotia/Truro/My-Plumber/7848317.html?what=plumber&where=Nova+Scotia+NS&useContext=true#gallery","","My Plumber","https://www.yellowpages.ca/bus/Nova-Scotia/Truro/My-Plumber/7848317.html?what=plumber&where=Nova+Scotia+NS&useContext=true","https://www.yellowpages.ca/bus/Nova-Scotia/Truro/My-Plumber/7848317.html",", ,","64 Centre St","Truro","NS","B2N 2K2","Get directions","https://www.yellowpages.ca/merchant/directions/7848317/?what=plumber&where=Nova+Scotia+NS&useContext=true","Plumbers & Plumbing Contractors","https://www.yellowpages.ca/search/si/1/Plumbers+%26+Plumbing+Contractors/Nova+Scotia+NS","Open 24 hours","https://www.yellowpages.ca/bus/Nova-Scotia/Truro/My-Plumber/7848317.html?what=plumber&where=Nova+Scotia+NS&useContext=true#openHourScroll","902-305-2671","https://www.yellowpages.ca/merchant/directions/7848317/?what=plumber&where=Nova+Scotia+NS&useContext=true","Directions","https://www.yellowpages.ca/gourl/8200bda3171ac44e12968bd99bef80727c5c8b89?redirect=http%3A%2F%2Fwww.iamyourplumber.ca%2F","Website","javascript:void(0);","Message","Search nearby"
"https://www.yellowpages.ca/bus/Nova-Scotia/Valley/Fitz-Plumbing-Contractors-Ltd/104759387.html?what=plumber&where=Nova+Scotia+NS&useContext=true","","Fitz Plumbing Contractors Ltd","https://www.yellowpages.ca/bus/Nova-Scotia/Valley/Fitz-Plumbing-Contractors-Ltd/104759387.html?what=plumber&where=Nova+Scotia+NS&useContext=true","https://www.yellowpages.ca/bus/Nova-Scotia/Valley/Fitz-Plumbing-Contractors-Ltd/104759387.html",",","Valley","NS","","","","","Plumbers & Plumbing Contractors","https://www.yellowpages.ca/search/si/1/Plumbers+%26+Plumbing+Contractors/Nova+Scotia+NS","","","902-324-2237","","Search nearby","","","","",""
"https://www.yellowpages.ca/bus/Nova-Scotia/Truro/EMCO-Corporation/3509136.html?what=plumber&where=Nova+Scotia+NS&useContext=true","","EMCO Corporation","https://www.yellowpages.ca/bus/Nova-Scotia/Truro/EMCO-Corporation/3509136.html?what=plumber&where=Nova+Scotia+NS&useContext=true","https://www.yellowpages.ca/bus/Nova-Scotia/Truro/EMCO-Corporation/3509136.html",", ,","43 Glenwood Dr","Truro","NS","B2N 6W1","Get directions","https://www.yellowpages.ca/merchant/directions/3509136/?what=plumber&where=Nova+Scotia+NS&useContext=true","Plumbers & Plumbing Contractors","https://www.yellowpages.ca/search/si/1/Plumbers+%26+Plumbing+Contractors/Nova+Scotia+NS","","","902-893-7434","https://www.yellowpages.ca/merchant/directions/3509136/?what=plumber&where=Nova+Scotia+NS&useContext=true","Directions","https://www.yellowpages.ca/gourl/e7e0d8eba6ceb20f73f5e24f94e78c89268b8139?redirect=http%3A%2F%2Femco.ca%2F","Search nearby","","","Website"
"https://www.yellowpages.ca/bus/Nova-Scotia/North-River/Patton-s-Plumbing-Heating/7713387.html?what=plumber&where=Nova+Scotia+NS&useContext=true","","Patton's Plumbing & Heating","https://www.yellowpages.ca/bus/Nova-Scotia/North-River/Patton-s-Plumbing-Heating/7713387.html?what=plumber&where=Nova+Scotia+NS&useContext=true","https://www.yellowpages.ca/bus/Nova-Scotia/North-River/Patton-s-Plumbing-Heating/7713387.html",", ,","27 Gorman Rd","North River","NS","B6L 6E5","Get directions","https://www.yellowpages.ca/merchant/directions/7713387/?what=plumber&where=Nova+Scotia+NS&useContext=true","Plumbers & Plumbing Contractors","https://www.yellowpages.ca/search/si/1/Plumbers+%26+Plumbing+Contractors/Nova+Scotia+NS","","","902-893-3676","https://www.yellowpages.ca/merchant/directions/7713387/?what=plumber&where=Nova+Scotia+NS&useContext=true","Directions","","Search nearby","","",""
"https://www.yellowpages.ca/bus/Nova-Scotia/Shubenacadie/Gilmour-Plumbing/100920913.html?what=plumber&where=Nova+Scotia+NS&useContext=true","","Gilmour Plumbing","https://www.yellowpages.ca/bus/Nova-Scotia/Shubenacadie/Gilmour-Plumbing/100920913.html?what=plumber&where=Nova+Scotia+NS&useContext=true","https://www.yellowpages.ca/bus/Nova-Scotia/Shubenacadie/Gilmour-Plumbing/100920913.html",", ,","17 Burgess Rd","Shubenacadie","NS","B0N 2H0","Get directions","https://www.yellowpages.ca/merchant/directions/100920913/?what=plumber&where=Nova+Scotia+NS&useContext=true","Plumbers & Plumbing Contractors","https://www.yellowpages.ca/search/si/1/Plumbers+%26+Plumbing+Contractors/Nova+Scotia+NS","Open until  5:00 pm","https://www.yellowpages.ca/bus/Nova-Scotia/Shubenacadie/Gilmour-Plumbing/100920913.html?what=plumber&where=Nova+Scotia+NS&useContext=true#openHourScroll","902-414-6406","https://www.yellowpages.ca/merchant/directions/100920913/?what=plumber&where=Nova+Scotia+NS&useContext=true","Directions","","Search nearby","javascript:void(0);","Message",""
"https://www.yellowpages.ca/bus/Nova-Scotia/Onslow-Mountain/Chris-Boyd-Plumbing-Heating-Ventilation/101310545.html?what=plumber&where=Nova+Scotia+NS&useContext=true#gallery","","Chris Boyd Plumbing Heating & Ventilation","https://www.yellowpages.ca/bus/Nova-Scotia/Onslow-Mountain/Chris-Boyd-Plumbing-Heating-Ventilation/101310545.html?what=plumber&where=Nova+Scotia+NS&useContext=true","https://www.yellowpages.ca/bus/Nova-Scotia/Onslow-Mountain/Chris-Boyd-Plumbing-Heating-Ventilation/101310545.html",", ,","559 ONSLOW MTN RD","Onslow Mountain","NS","B6L 6P8","Get directions","https://www.yellowpages.ca/merchant/directions/101310545/?what=plumber&where=Nova+Scotia+NS&useContext=true","Plumbers & Plumbing Contractors","https://www.yellowpages.ca/search/si/1/Plumbers+%26+Plumbing+Contractors/Nova+Scotia+NS","Open until  5:00 pm","https://www.yellowpages.ca/bus/Nova-Scotia/Onslow-Mountain/Chris-Boyd-Plumbing-Heating-Ventilation/101310545.html?what=plumber&where=Nova+Scotia+NS&useContext=true#openHourScroll","902-890-5123","https://www.yellowpages.ca/merchant/directions/101310545/?what=plumber&where=Nova+Scotia+NS&useContext=true","Directions","https://www.yellowpages.ca/gourl/dde994fb066eef09ed51851dae58c71d811dd35c?redirect=http%3A%2F%2Fchrisboydplumbing.ca%2F","Website","javascript:void(0);","Message","Search nearby"
"https://www.yellowpages.ca/bus/Nova-Scotia/Belmont/White-s-Plumbing-Heating/4334403.html?what=plumber&where=Nova+Scotia+NS&useContext=true","","White's Plumbing&Heating","https://www.yellowpages.ca/bus/Nova-Scotia/Belmont/White-s-Plumbing-Heating/4334403.html?what=plumber&where=Nova+Scotia+NS&useContext=true","https://www.yellowpages.ca/bus/Nova-Scotia/Belmont/White-s-Plumbing-Heating/4334403.html",",","Belmont","NS","","","","","Plumbers & Plumbing Contractors","https://www.yellowpages.ca/search/si/1/Plumbers+%26+Plumbing+Contractors/Nova+Scotia+NS","Open until  12:00 pm","https://www.yellowpages.ca/bus/Nova-Scotia/Belmont/White-s-Plumbing-Heating/4334403.html?what=plumber&where=Nova+Scotia+NS&useContext=true#openHourScroll","902-662-2035","","Search nearby","","","","",""
"https://www.yellowpages.ca/bus/Nova-Scotia/Shubenacadie/Steady-Flow-Mechanical/101271750.html?what=plumber&where=Nova+Scotia+NS&useContext=true#gallery","","Steady Flow Mechanical","https://www.yellowpages.ca/bus/Nova-Scotia/Shubenacadie/Steady-Flow-Mechanical/101271750.html?what=plumber&where=Nova+Scotia+NS&useContext=true","https://www.yellowpages.ca/bus/Nova-Scotia/Shubenacadie/Steady-Flow-Mechanical/101271750.html",", ,","PO Box 81","Shubenacadie","NS","B0N 2H0","Get directions","https://www.yellowpages.ca/merchant/directions/101271750/?what=plumber&where=Nova+Scotia+NS&useContext=true","Plumbers & Plumbing Contractors","https://www.yellowpages.ca/search/si/1/Plumbers+%26+Plumbing+Contractors/Nova+Scotia+NS","Open until  5:00 pm","https://www.yellowpages.ca/bus/Nova-Scotia/Shubenacadie/Steady-Flow-Mechanical/101271750.html?what=plumber&where=Nova+Scotia+NS&useContext=true#openHourScroll","902-225-2373","https://www.yellowpages.ca/merchant/directions/101271750/?what=plumber&where=Nova+Scotia+NS&useContext=true","Directions","https://www.yellowpages.ca/gourl/03d92d28bfef4090ec8affc1a6c9d3f4e48791c3?redirect=https%3A%2F%2Fwww.facebook.com%2FplumbingheatingGasfitting.EastHants.HRM%2F","Website","javascript:void(0);","Message","Search nearby"
"https://www.yellowpages.ca/bus/Nova-Scotia/Lwr-Debert/Archibald-s-Plumbing-Heating/101984.html?what=plumber&where=Nova+Scotia+NS&useContext=true","","Archibald's Plumbing&Heating","https://www.yellowpages.ca/bus/Nova-Scotia/Lwr-Debert/Archibald-s-Plumbing-Heating/101984.html?what=plumber&where=Nova+Scotia+NS&useContext=true","https://www.yellowpages.ca/bus/Nova-Scotia/Lwr-Debert/Archibald-s-Plumbing-Heating/101984.html",", ,","Lwr Debert","Lwr Debert","NS","","Get directions","https://www.yellowpages.ca/merchant/directions/101984/?what=plumber&where=Nova+Scotia+NS&useContext=true","Plumbers & Plumbing Contractors","https://www.yellowpages.ca/search/si/1/Plumbers+%26+Plumbing+Contractors/Nova+Scotia+NS","Open until  12:00 pm","https://www.yellowpages.ca/bus/Nova-Scotia/Lwr-Debert/Archibald-s-Plumbing-Heating/101984.html?what=plumber&where=Nova+Scotia+NS&useContext=true#openHourScroll","902-662-4050","https://www.yellowpages.ca/merchant/directions/101984/?what=plumber&where=Nova+Scotia+NS&useContext=true","Directions","","Search nearby","","",""
"https://www.yellowpages.ca/bus/Nova-Scotia/Hopewell/W-MacLean-s-Plumbing-Heating/103012071.html?what=plumber&where=Nova+Scotia+NS&useContext=true","","W MacLean's Plumbing & Heating","https://www.yellowpages.ca/bus/Nova-Scotia/Hopewell/W-MacLean-s-Plumbing-Heating/103012071.html?what=plumber&where=Nova+Scotia+NS&useContext=true","https://www.yellowpages.ca/bus/Nova-Scotia/Hopewell/W-MacLean-s-Plumbing-Heating/103012071.html",", ,","4476 Stellarton Trafalgar Rd","Hopewell","NS","B0K 1C0","Get directions","https://www.yellowpages.ca/merchant/directions/103012071/?what=plumber&where=Nova+Scotia+NS&useContext=true","Plumbers & Plumbing Contractors","https://www.yellowpages.ca/search/si/1/Plumbers+%26+Plumbing+Contractors/Nova+Scotia+NS","Open until  5:00 pm","https://www.yellowpages.ca/bus/Nova-Scotia/Hopewell/W-MacLean-s-Plumbing-Heating/103012071.html?what=plumber&where=Nova+Scotia+NS&useContext=true#openHourScroll","902-272-8204","https://www.yellowpages.ca/merchant/directions/103012071/?what=plumber&where=Nova+Scotia+NS&useContext=true","Directions","","Search nearby","","",""
"https://www.yellowpages.ca/bus/Nova-Scotia/Elmsdale/Davies-Plumbing-Heating/101518755.html?what=plumber&where=Nova+Scotia+NS&useContext=true#gallery","","Davies Plumbing & Heating","https://www.yellowpages.ca/bus/Nova-Scotia/Elmsdale/Davies-Plumbing-Heating/101518755.html?what=plumber&where=Nova+Scotia+NS&useContext=true","https://www.yellowpages.ca/bus/Nova-Scotia/Elmsdale/Davies-Plumbing-Heating/101518755.html",", ,","579 Highway 2","Elmsdale","NS","B2S 1A4","Get directions","https://www.yellowpages.ca/merchant/directions/101518755/?what=plumber&where=Nova+Scotia+NS&useContext=true","Plumbers & Plumbing Contractors","https://www.yellowpages.ca/search/si/1/Plumbers+%26+Plumbing+Contractors/Nova+Scotia+NS","","","902-883-9078","https://www.yellowpages.ca/merchant/directions/101518755/?what=plumber&where=Nova+Scotia+NS&useContext=true","Directions","https://www.yellowpages.ca/gourl/45d9d8e87c6417ffc5015afcbcaa85051a40260c?redirect=http%3A%2F%2Fdaviesplumbingandheating.ca%2F","Website","javascript:void(0);","Message","Search nearby"
"https://www.yellowpages.ca/bus/Nova-Scotia/Elmsdale/Davies-Plumbing-Heating-Ltd/4324717.html?what=plumber&where=Nova+Scotia+NS&useContext=true","","Davies Plumbing & Heating Ltd","https://www.yellowpages.ca/bus/Nova-Scotia/Elmsdale/Davies-Plumbing-Heating-Ltd/4324717.html?what=plumber&where=Nova+Scotia+NS&useContext=true","https://www.yellowpages.ca/bus/Nova-Scotia/Elmsdale/Davies-Plumbing-Heating-Ltd/4324717.html",", ,","579 Hwy 2","Elmsdale","NS","B2S 1A4","Get directions","https://www.yellowpages.ca/merchant/directions/4324717/?what=plumber&where=Nova+Scotia+NS&useContext=true","Plumbers & Plumbing Contractors","https://www.yellowpages.ca/search/si/1/Plumbers+%26+Plumbing+Contractors/Nova+Scotia+NS","","","902-883-9078","https://www.yellowpages.ca/merchant/directions/4324717/?what=plumber&where=Nova+Scotia+NS&useContext=true","Directions","https://www.yellowpages.ca/gourl/e4001d5804941837ebee596709c7f6eb08659faa?redirect=https%3A%2F%2Fwww.facebook.com%2FDaviesPH%2F","Search nearby","","","Website"
"https://www.yellowpages.ca/bus/Nova-Scotia/Stellarton/Scotia-Plumbing/105209826.html?what=plumber&where=Nova+Scotia+NS&useContext=true","","Scotia Plumbing","https://www.yellowpages.ca/bus/Nova-Scotia/Stellarton/Scotia-Plumbing/105209826.html?what=plumber&where=Nova+Scotia+NS&useContext=true","https://www.yellowpages.ca/bus/Nova-Scotia/Stellarton/Scotia-Plumbing/105209826.html",", ,","339 SOUTH FOORD ST","Stellarton","NS","B0K 1S0","Get directions","https://www.yellowpages.ca/merchant/directions/105209826/?what=plumber&where=Nova+Scotia+NS&useContext=true","Plumbers & Plumbing Contractors","https://www.yellowpages.ca/search/si/1/Plumbers+%26+Plumbing+Contractors/Nova+Scotia+NS","","","902-396-5800","https://www.yellowpages.ca/merchant/directions/105209826/?what=plumber&where=Nova+Scotia+NS&useContext=true","Directions","","Search nearby","","",""
"https://www.yellowpages.ca/bus/Nova-Scotia/Westville/Better-Call-Paul-Plumbing-Ltd/104739647.html?what=plumber&where=Nova+Scotia+NS&useContext=true#gallery","","Better Call Paul Plumbing Ltd","https://www.yellowpages.ca/bus/Nova-Scotia/Westville/Better-Call-Paul-Plumbing-Ltd/104739647.html?what=plumber&where=Nova+Scotia+NS&useContext=true","https://www.yellowpages.ca/bus/Nova-Scotia/Westville/Better-Call-Paul-Plumbing-Ltd/104739647.html",", ,","141 Beaufort St","Westville","NS","B0K 2A0","Get directions","https://www.yellowpages.ca/merchant/directions/104739647/?what=plumber&where=Nova+Scotia+NS&useContext=true","Plumbers & Plumbing Contractors","https://www.yellowpages.ca/search/si/1/Plumbers+%26+Plumbing+Contractors/Nova+Scotia+NS","Open until  12:00 am","https://www.yellowpages.ca/bus/Nova-Scotia/Westville/Better-Call-Paul-Plumbing-Ltd/104739647.html?what=plumber&where=Nova+Scotia+NS&useContext=true#openHourScroll","902-753-6388","https://www.yellowpages.ca/merchant/directions/104739647/?what=plumber&where=Nova+Scotia+NS&useContext=true","Directions","https://www.yellowpages.ca/gourl/c8e332098a6ca7adab0099be4a6e07dfada6b590?redirect=http%3A%2F%2Fbettercallpaulns.ca%2F","Website","","","Search nearby"
"https://www.yellowpages.ca/bus/Nova-Scotia/Westville/Frank-Parkers-Plumbing-Heating/102813124.html?what=plumber&where=Nova+Scotia+NS&useContext=true","","Frank Parkers Plumbing Heating","https://www.yellowpages.ca/bus/Nova-Scotia/Westville/Frank-Parkers-Plumbing-Heating/102813124.html?what=plumber&where=Nova+Scotia+NS&useContext=true","https://www.yellowpages.ca/bus/Nova-Scotia/Westville/Frank-Parkers-Plumbing-Heating/102813124.html",", ,","420 Pleasant Valley Rd","Westville","NS","B0K 2A0","Get directions","https://www.yellowpages.ca/merchant/directions/102813124/?what=plumber&where=Nova+Scotia+NS&useContext=true","Plumbers & Plumbing Contractors","https://www.yellowpages.ca/search/si/1/Plumbers+%26+Plumbing+Contractors/Nova+Scotia+NS","","","902-396-4064","https://www.yellowpages.ca/merchant/directions/102813124/?what=plumber&where=Nova+Scotia+NS&useContext=true","Directions","","Search nearby","","",""
"https://www.yellowpages.ca/bus/Nova-Scotia/Westville/Marcott-Plumbing-Heating/4220426.html?what=plumber&where=Nova+Scotia+NS&useContext=true#gallery","","Marcott Plumbing & Heating","https://www.yellowpages.ca/bus/Nova-Scotia/Westville/Marcott-Plumbing-Heating/4220426.html?what=plumber&where=Nova+Scotia+NS&useContext=true","https://www.yellowpages.ca/bus/Nova-Scotia/Westville/Marcott-Plumbing-Heating/4220426.html",", ,","1891 Dufferin St","Westville","NS","B0K 2A0","Get directions","https://www.yellowpages.ca/merchant/directions/4220426/?what=plumber&where=Nova+Scotia+NS&useContext=true","Plumbers & Plumbing Contractors","https://www.yellowpages.ca/search/si/1/Plumbers+%26+Plumbing+Contractors/Nova+Scotia+NS","Open 24 hours","https://www.yellowpages.ca/bus/Nova-Scotia/Westville/Marcott-Plumbing-Heating/4220426.html?what=plumber&where=Nova+Scotia+NS&useContext=true#openHourScroll","902-695-2558","https://www.yellowpages.ca/merchant/directions/4220426/?what=plumber&where=Nova+Scotia+NS&useContext=true","Directions","https://www.yellowpages.ca/gourl/3687e3c3a8698fa70146bc830a3ecd333940ed45?redirect=http%3A%2F%2Fmarcottplumbingandheating.ca%2F","Website","javascript:void(0);","Message","Search nearby"
"https://www.yellowpages.ca/bus/Nova-Scotia/Gordon-Black-Plumbing-Heating/100287606.html?what=plumber&where=Nova+Scotia+NS&useContext=true","","Gordon Black Plumbing & Heating","https://www.yellowpages.ca/bus/Nova-Scotia/Gordon-Black-Plumbing-Heating/100287606.html?what=plumber&where=Nova+Scotia+NS&useContext=true","https://www.yellowpages.ca/bus/Nova-Scotia/Gordon-Black-Plumbing-Heating/100287606.html",",","91 Warwick Mountain Rd","NS","","","Get directions","https://www.yellowpages.ca/merchant/directions/100287606/?what=plumber&where=Nova+Scotia+NS&useContext=true","Plumbers & Plumbing Contractors","https://www.yellowpages.ca/search/si/1/Plumbers+%26+Plumbing+Contractors/Nova+Scotia+NS","","","902-657-8988","https://www.yellowpages.ca/merchant/directions/100287606/?what=plumber&where=Nova+Scotia+NS&useContext=true","Directions","","Search nearby","","",""
"https://www.yellowpages.ca/bus/Nova-Scotia/New-Glasgow/TNB-Plumbing/7615023.html?what=plumber&where=Nova+Scotia+NS&useContext=true","https://static.yellowpages.ca/ypca/ypui-7.2.13-20260323.2011/resources/images/merchant-no-logo.svg","TNB Plumbing","https://www.yellowpages.ca/bus/Nova-Scotia/New-Glasgow/TNB-Plumbing/7615023.html?what=plumber&where=Nova+Scotia+NS&useContext=true","https://www.yellowpages.ca/bus/Nova-Scotia/New-Glasgow/TNB-Plumbing/7615023.html",", ,","17 Bridge Ave","New Glasgow","NS","B0K 1S0","Get directions","https://www.yellowpages.ca/merchant/directions/7615023/?what=plumber&where=Nova+Scotia+NS&useContext=true","Plumbers & Plumbing Contractors","https://www.yellowpages.ca/search/si/1/Plumbers+%26+Plumbing+Contractors/Nova+Scotia+NS","Open 24 hours","https://www.yellowpages.ca/bus/Nova-Scotia/New-Glasgow/TNB-Plumbing/7615023.html?what=plumber&where=Nova+Scotia+NS&useContext=true#openHourScroll","902-396-5439","https://www.yellowpages.ca/merchant/directions/7615023/?what=plumber&where=Nova+Scotia+NS&useContext=true","Directions","","Search nearby","","",""
"https://www.yellowpages.ca/bus/Nova-Scotia/New-Glasgow/Al-s-Plumbing-Heating/7718373.html?what=plumber&where=Nova+Scotia+NS&useContext=true","https://static.yellowpages.ca/ypca/ypui-7.2.13-20260323.2011/resources/images/merchant-no-logo.svg","Al's Plumbing & Heating","https://www.yellowpages.ca/bus/Nova-Scotia/New-Glasgow/Al-s-Plumbing-Heating/7718373.html?what=plumber&where=Nova+Scotia+NS&useContext=true","https://www.yellowpages.ca/bus/Nova-Scotia/New-Glasgow/Al-s-Plumbing-Heating/7718373.html",", ,","101 New Row","New Glasgow","NS","B2H 2J6","Get directions","https://www.yellowpages.ca/merchant/directions/7718373/?what=plumber&where=Nova+Scotia+NS&useContext=true","Plumbers & Plumbing Contractors","https://www.yellowpages.ca/search/si/1/Plumbers+%26+Plumbing+Contractors/Nova+Scotia+NS","","","902-759-5668","https://www.yellowpages.ca/merchant/directions/7718373/?what=plumber&where=Nova+Scotia+NS&useContext=true","Directions","","Search nearby","","",""
"https://www.yellowpages.ca/bus/Nova-Scotia/New-Glasgow/Lila-s-Plumbing-Odd-Jobs/6729407.html?what=plumber&where=Nova+Scotia+NS&useContext=true","https://static.yellowpages.ca/ypca/ypui-7.2.13-20260323.2011/resources/images/merchant-no-logo.svg","Lila's Plumbing & Odd Jobs","https://www.yellowpages.ca/bus/Nova-Scotia/New-Glasgow/Lila-s-Plumbing-Odd-Jobs/6729407.html?what=plumber&where=Nova+Scotia+NS&useContext=true","https://www.yellowpages.ca/bus/Nova-Scotia/New-Glasgow/Lila-s-Plumbing-Odd-Jobs/6729407.html",",","New Glasgow","NS","B2H 1M7","","","","Plumbers & Plumbing Contractors","https://www.yellowpages.ca/search/si/1/Plumbers+%26+Plumbing+Contractors/Nova+Scotia+NS","","","902-759-4650","","Search nearby","","","","",""
"https://www.yellowpages.ca/bus/Nova-Scotia/New-Glasgow/EMCO-Corporation/100416195.html?what=plumber&where=Nova+Scotia+NS&useContext=true","https://static.yellowpages.ca/ypca/ypui-7.2.13-20260323.2011/resources/images/merchant-no-logo.svg","EMCO Corporation","https://www.yellowpages.ca/bus/Nova-Scotia/New-Glasgow/EMCO-Corporation/100416195.html?what=plumber&where=Nova+Scotia+NS&useContext=true","https://www.yellowpages.ca/bus/Nova-Scotia/New-Glasgow/EMCO-Corporation/100416195.html",", ,","158 Terra Cotta Dr","New Glasgow","NS","B2H 5W5","Get directions","https://www.yellowpages.ca/merchant/directions/100416195/?what=plumber&where=Nova+Scotia+NS&useContext=true","Plumbers & Plumbing Contractors","https://www.yellowpages.ca/search/si/1/Plumbers+%26+Plumbing+Contractors/Nova+Scotia+NS","","","902-752-2547","https://www.yellowpages.ca/merchant/directions/100416195/?what=plumber&where=Nova+Scotia+NS&useContext=true","Directions","https://www.yellowpages.ca/gourl/e7e0d8eba6ceb20f73f5e24f94e78c89268b8139?redirect=http%3A%2F%2Femco.ca%2F","Search nearby","","","Website"
